86.39|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.002|0|0.0
85.42|[784, 32, 16, 10]|[sigmoid, tanh]|adam|0.002|0|0.001
73.06|[784, 32, 16, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.0
70.67|[784, 32, 16, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.001
85.7|[784, 32, 16, 10]|[sigmoid, tanh]|asgd|0.02|0|0.0
85.67|[784, 32, 16, 10]|[sigmoid, tanh]|asgd|0.02|0|0.001
86.64|[784, 32, 16, 10]|[sigmoid, relu]|adam|0.002|0|0.0
85.13|[784, 32, 16, 10]|[sigmoid, relu]|adam|0.002|0|0.001
69.71|[784, 32, 16, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.0
73.94|[784, 32, 16, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.001
85.88|[784, 32, 16, 10]|[sigmoid, relu]|asgd|0.02|0|0.0
85.23|[784, 32, 16, 10]|[sigmoid, relu]|asgd|0.02|0|0.001
86.52|[784, 28, 28, 10]|[sigmoid, tanh]|adam|0.002|0|0.0
84.84|[784, 28, 28, 10]|[sigmoid, tanh]|adam|0.002|0|0.001
71.31|[784, 28, 28, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.0
71.82|[784, 28, 28, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.001
86.76|[784, 28, 28, 10]|[sigmoid, tanh]|asgd|0.02|0|0.0
85.66|[784, 28, 28, 10]|[sigmoid, tanh]|asgd|0.02|0|0.001
86.4|[784, 28, 28, 10]|[sigmoid, relu]|adam|0.002|0|0.0
85.34|[784, 28, 28, 10]|[sigmoid, relu]|adam|0.002|0|0.001
71.79|[784, 28, 28, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.0
71.83|[784, 28, 28, 10]|[sigmoid, relu]|sgd|0.001|0.1|0.001
85.87|[784, 28, 28, 10]|[sigmoid, relu]|asgd|0.02|0|0.0
85.73|[784, 28, 28, 10]|[sigmoid, relu]|asgd|0.02|0|0.001
86.94|[784, 64, 32, 10]|[sigmoid, tanh]|adam|0.002|0|0.0
85.57|[784, 64, 32, 10]|[sigmoid, tanh]|adam|0.002|0|0.001
74.39|[784, 64, 32, 10]|[sigmoid, tanh]|sgd|0.001|0.1|0.0
